BOX, DISTRICT, LAT, LONG
3226,8,-71.05620958648957,42.29003466022833
6221,1,-71.01913957945135,42.38608367916234
1655,4,-71.07145659334199,42.33501766868887
1646,4,-71.06763659180918,42.33767266813164
1625,4,-71.06134059104976,42.34594967058991
1626,4,-71.06204959060489,42.34401766997612
2115,5,-71.07755959481317,42.33085866722419
1654,4,-71.07003959298193,42.33597466776185
2114,5,-71.07440659392454,42.33276466783949
1647,4,-71.06647259197428,42.33849766925769
2126,5,-71.07922859589209,42.329797666651245
2774,10,-71.14201461353707,42.283844657051034
4182,3,-71.07311359616962,42.3862746773035
3454,8,-71.06884658911282,42.28117965814476
5152,11,-71.13823461611524,42.34760866819818
3311,8,-71.0674025901106,42.293585659840765
3415,8,-71.06695458996238,42.292357660477705
5153,11,-71.13881061683561,42.34666866764767
